,siguCd,siguNm,dongCd,dongNm,orgAreaNm,gb,ph,td,jy,ec,tp,sopCheck
294,320,북구,542,화명2동,화명2동,블록,7.39,0.12,0.38,205.86,28.92,정상
295,320,북구,541,화명1동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
296,320,북구,530,금곡동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
297,320,북구,530,금곡동,금곡배수지,배수지,7.76,0.12,0.36,245.60,27.65,정상
298,320,북구,530,금곡동,금곡동,블록,7.39,0.12,0.38,205.86,28.92,정상
299,320,북구,521,구포3동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
300,320,북구,521,구포3동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
301,320,북구,521,구포3동,구포가압장,가압장,7.09,0.09,0.27,-,-,정상
302,320,북구,521,구포3동,구포2배수지,배수지,7.09,0.09,0.27,-,-,정상
303,320,북구,520,구포2동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
304,320,북구,520,구포2동,구포2동,블록,7.12,0.13,0.46,240.72,28.90,정상
305,320,북구,510,구포1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
306,290,남구,710,문현4동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
307,290,남구,710,문현4동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
308,290,남구,700,문현3동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
309,290,남구,700,문현3동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
310,290,남구,700,문현3동,전포2배수지,배수지,7.15,점검중,0.48,287.48,28.04,점검중
311,290,남구,700,문현3동,문현배수지,배수지,7.04,0.07,0.21,297.75,30.38,정상
312,290,남구,690,문현2동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
313,290,남구,690,문현2동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
314,290,남구,690,문현2동,전포2배수지,배수지,7.15,점검중,0.48,287.48,28.04,점검중
315,290,남구,690,문현2동,문현배수지,배수지,7.04,0.07,0.21,297.75,30.38,정상
316,290,남구,680,문현1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
317,290,남구,680,문현1동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
318,290,남구,680,문현1동,전포2배수지,배수지,7.15,점검중,0.48,287.48,28.04,점검중
319,290,남구,680,문현1동,문현배수지,배수지,7.04,0.07,0.21,297.75,30.38,정상
320,290,남구,650,우암2동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
321,290,남구,650,우암2동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
322,290,남구,645,우암동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
323,290,남구,645,우암동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
324,290,남구,645,우암동,감만배수지,배수지,7.28,0.14,0.27,-,-,정상
325,290,남구,645,우암동,우암동,블록,7.26,0.10,0.15,290.70,29.40,정상
326,290,남구,640,우암1동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
327,290,남구,640,우암1동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
328,290,남구,630,감만2동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
329,290,남구,630,감만2동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
330,290,남구,630,감만2동,감만배수지,배수지,7.28,0.14,0.27,-,-,정상
331,290,남구,630,감만2동,감만2동,블록,7.36,0.10,0.21,290.70,29.40,정상
332,290,남구,620,감만1동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
333,290,남구,620,감만1동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
334,290,남구,620,감만1동,감만배수지,배수지,7.28,0.14,0.27,-,-,정상
335,290,남구,620,감만1동,감만1동,블록,7.36,0.10,0.21,-,-,정상
336,290,남구,610,용당동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
337,290,남구,610,용당동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
338,290,남구,610,용당동,감만배수지,배수지,7.28,0.14,0.27,-,-,정상
339,290,남구,600,용호4동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
340,290,남구,600,용호4동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
341,290,남구,600,용호4동,용호2배수지,배수지,6.97,0.12,0.29,-,-,정상
342,290,남구,600,용호4동,용호4동,블록,7.32,0.09,0.22,281.21,29.60,정상
343,290,남구,590,용호3동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
344,290,남구,590,용호3동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
345,290,남구,580,용호2동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
346,290,남구,580,용호2동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
347,290,남구,580,용호2동,용호2배수지,배수지,6.97,0.12,0.29,-,-,정상
348,290,남구,580,용호2동,용호2동,블록,7.32,0.09,0.22,281.21,29.60,정상
349,290,남구,570,용호1동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
350,290,남구,570,용호1동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
351,290,남구,560,대연6동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
352,290,남구,560,대연6동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
353,290,남구,560,대연6동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
354,290,남구,560,대연6동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
355,290,남구,560,대연6동,전포2배수지,배수지,7.15,점검중,0.48,287.48,28.04,점검중
356,290,남구,560,대연6동,문현배수지,배수지,7.04,0.07,0.21,297.75,30.38,정상
357,290,남구,550,대연5동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
358,290,남구,550,대연5동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
359,290,남구,550,대연5동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
360,290,남구,550,대연5동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
361,290,남구,550,대연5동,전포2배수지,배수지,7.15,점검중,0.48,287.48,28.04,점검중
362,290,남구,550,대연5동,문현배수지,배수지,7.04,0.07,0.21,297.75,30.38,정상
363,290,남구,540,대연4동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
364,290,남구,540,대연4동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
365,290,남구,540,대연4동,감만배수지,배수지,7.28,0.14,0.27,-,-,정상
366,290,남구,540,대연4동,대연4동,블록,7.26,0.10,0.15,290.70,29.40,정상
367,290,남구,530,대연3동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
368,290,남구,530,대연3동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
369,290,남구,530,대연3동,대연3동,블록,7.15,0.16,0.41,322.50,-,정상
370,290,남구,520,대연2동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
371,290,남구,520,대연2동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
372,290,남구,510,대연1동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
373,290,남구,510,대연1동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
374,260,동래구,762,명장2동,명장정수장,정수장,6.79,점검중,0.62,-,-,점검중
375,260,동래구,762,명장2동,명장배수지,배수지,7.60,0.04,0.46,245.10,26.60,정상
376,260,동래구,762,명장2동,서동배수지,배수지,7.02,0.07,0.30,-,-,정상
377,260,동래구,761,명장1동,명장정수장,정수장,6.79,점검중,0.62,-,-,점검중
378,260,동래구,761,명장1동,명장배수지,배수지,7.60,0.04,0.46,245.10,26.60,정상
379,260,동래구,750,안락2동,명장정수장,정수장,6.79,점검중,0.62,-,-,점검중
380,260,동래구,750,안락2동,명장배수지,배수지,7.60,0.04,0.46,245.10,26.60,정상
381,260,동래구,740,안락1동,명장정수장,정수장,6.79,점검중,0.62,-,-,점검중
382,260,동래구,740,안락1동,명장배수지,배수지,7.60,0.04,0.46,245.10,26.60,정상
383,260,동래구,600,사직3동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
384,260,동래구,600,사직3동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
385,260,동래구,600,사직3동,사직3동,블록,7.11,0.17,0.51,-,-,정상
386,260,동래구,590,사직2동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
387,260,동래구,590,사직2동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
388,260,동래구,580,사직1동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
389,260,동래구,580,사직1동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
390,260,동래구,570,온천3동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
391,260,동래구,570,온천3동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
392,260,동래구,560,온천2동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
393,260,동래구,560,온천2동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
394,260,동래구,550,온천1동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
395,260,동래구,550,온천1동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
396,260,동래구,550,온천1동,온천1동,블록,7.26,0.15,0.46,-,-,정상
397,260,동래구,545,명륜동,서동배수지,배수지,7.02,0.07,0.30,-,-,정상
398,260,동래구,545,명륜동,명장정수장,정수장,6.79,점검중,0.62,-,-,점검중
399,260,동래구,545,명륜동,명장배수지,배수지,7.60,0.04,0.46,245.10,26.60,정상
400,260,동래구,520,복산동,명장정수장,정수장,6.79,점검중,0.62,-,-,점검중
401,260,동래구,520,복산동,명장배수지,배수지,7.60,0.04,0.46,245.10,26.60,정상
402,260,동래구,510,수민동,명장정수장,정수장,6.79,점검중,0.62,-,-,점검중
403,260,동래구,510,수민동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
404,260,동래구,510,수민동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
405,260,동래구,510,수민동,명장배수지,배수지,7.60,0.04,0.46,245.10,26.60,정상
406,230,부산진구,790,범천4동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
407,230,부산진구,790,범천4동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
408,230,부산진구,790,범천4동,개금1배수지,배수지,7.22,0.10,0.50,224.96,30.45,정상
409,230,부산진구,790,범천4동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
410,230,부산진구,780,범천2동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
411,230,부산진구,780,범천2동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
412,230,부산진구,780,범천2동,개금1배수지,배수지,7.22,0.10,0.50,224.96,30.45,정상
413,230,부산진구,780,범천2동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
414,230,부산진구,780,범천2동,안창배수지,배수지,6.95,0.08,0.33,-,-,정상
415,230,부산진구,780,범천2동,범천2동,블록,7.03,0.09,0.29,235.10,29.30,정상
416,230,부산진구,770,범천1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
417,230,부산진구,770,범천1동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
418,230,부산진구,770,범천1동,개금1배수지,배수지,7.22,0.10,0.50,224.96,30.45,정상
419,230,부산진구,770,범천1동,범천1동,블록,7.29,0.12,0.26,288.10,28.90,정상
420,230,부산진구,760,개금3동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
421,230,부산진구,760,개금3동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
422,230,부산진구,760,개금3동,개금3동,블록,7.28,0.03,0.48,370.00,29.60,정상
423,230,부산진구,750,개금2동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
424,230,부산진구,750,개금2동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
425,230,부산진구,750,개금2동,개금2배수지,배수지,7.72,0.11,0.31,215.30,29.31,정상
426,230,부산진구,750,개금2동,개금2동,블록,7.65,0.06,0.10,286.69,-,정상
427,230,부산진구,740,개금1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
428,230,부산진구,740,개금1동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
429,230,부산진구,740,개금1동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
430,230,부산진구,740,개금1동,개금1동,블록,7.26,0.06,0.54,231.30,28.40,정상
431,230,부산진구,730,가야3동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
432,230,부산진구,730,가야3동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
433,230,부산진구,730,가야3동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
434,230,부산진구,720,가야2동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
435,230,부산진구,720,가야2동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
436,230,부산진구,720,가야2동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
437,230,부산진구,710,가야1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
438,230,부산진구,710,가야1동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
439,230,부산진구,710,가야1동,개금1배수지,배수지,7.22,0.10,0.50,224.96,30.45,정상
440,230,부산진구,710,가야1동,가야1동,블록,7.22,0.06,0.35,271.90,26.20,정상
441,230,부산진구,700,당감4동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
442,230,부산진구,700,당감4동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
443,230,부산진구,700,당감4동,당감배수지,배수지,7.20,0.13,0.50,308.76,29.21,정상
444,230,부산진구,690,당감3동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
445,230,부산진구,690,당감3동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
446,230,부산진구,680,당감2동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
447,230,부산진구,680,당감2동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
448,230,부산진구,670,당감1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
449,230,부산진구,670,당감1동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
450,230,부산진구,670,당감1동,당감1동,블록,7.18,0.05,0.48,232.60,29.00,정상
451,230,부산진구,660,부암3동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
452,230,부산진구,660,부암3동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
453,230,부산진구,660,부암3동,당감배수지,배수지,7.20,0.13,0.50,308.76,29.21,정상
454,230,부산진구,640,부암1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
455,230,부산진구,640,부암1동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
456,230,부산진구,640,부암1동,전포2배수지,배수지,7.15,점검중,0.48,287.48,28.04,점검중
457,230,부산진구,640,부암1동,부암1동,블록,7.18,0.05,0.48,232.60,29.00,정상
458,230,부산진구,620,전포3동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
459,230,부산진구,620,전포3동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
460,230,부산진구,620,전포3동,전포2배수지,배수지,7.15,점검중,0.48,287.48,28.04,점검중
461,230,부산진구,620,전포3동,문현배수지,배수지,7.04,0.07,0.21,297.75,30.38,정상
462,230,부산진구,620,전포3동,전포3동,블록,7.13,0.07,0.18,305.30,28.90,정상
463,230,부산진구,610,전포2동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
464,230,부산진구,610,전포2동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
465,230,부산진구,610,전포2동,전포1배수지,배수지,7.13,0.13,0.44,335.72,28.35,미운영
466,230,부산진구,610,전포2동,전포2배수지,배수지,7.15,점검중,0.48,287.48,28.04,점검중
467,230,부산진구,610,전포2동,전포2동,블록,7.39,0.03,0.53,-,-,정상
468,230,부산진구,600,전포1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
469,230,부산진구,600,전포1동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
470,230,부산진구,600,전포1동,전포1배수지,배수지,7.13,0.13,0.44,335.72,28.35,미운영
471,230,부산진구,600,전포1동,전포2배수지,배수지,7.15,점검중,0.48,287.48,28.04,점검중
472,230,부산진구,600,전포1동,전포1동,블록,7.39,0.03,0.53,-,-,정상
473,230,부산진구,570,양정2동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
474,230,부산진구,570,양정2동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
475,230,부산진구,570,양정2동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
476,230,부산진구,570,양정2동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
477,230,부산진구,570,양정2동,전포1배수지,배수지,7.13,0.13,0.44,335.72,28.35,미운영
478,230,부산진구,570,양정2동,연산배수지,배수지,7.10,0.10,0.21,251.48,29.09,정상
479,230,부산진구,560,양정1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
480,230,부산진구,560,양정1동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
481,230,부산진구,560,양정1동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
482,230,부산진구,560,양정1동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
483,230,부산진구,560,양정1동,전포1배수지,배수지,7.13,0.13,0.44,335.72,28.35,미운영
484,230,부산진구,560,양정1동,거제배수지,배수지,6.89,0.03,0.06,-,-,정상
485,230,부산진구,560,양정1동,연산배수지,배수지,7.10,0.10,0.21,251.48,29.09,정상
486,230,부산진구,550,초읍동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
487,230,부산진구,550,초읍동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
488,230,부산진구,550,초읍동,거제배수지,배수지,6.89,0.03,0.06,-,-,정상
489,230,부산진구,540,연지동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
490,230,부산진구,540,연지동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
491,230,부산진구,540,연지동,거제배수지,배수지,6.89,0.03,0.06,-,-,정상
492,230,부산진구,540,연지동,연지동,블록,7.19,0.09,0.21,314.70,29.10,정상
493,230,부산진구,530,범전동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
494,230,부산진구,530,범전동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
495,230,부산진구,530,범전동,전포1배수지,배수지,7.13,0.13,0.44,335.72,28.35,미운영
496,230,부산진구,520,부전2동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
497,230,부산진구,520,부전2동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
498,230,부산진구,520,부전2동,전포2배수지,배수지,7.15,점검중,0.48,287.48,28.04,점검중
499,230,부산진구,510,부전1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
500,230,부산진구,510,부전1동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
501,230,부산진구,510,부전1동,전포1배수지,배수지,7.13,0.13,0.44,335.72,28.35,미운영
502,230,부산진구,510,부전1동,전포2배수지,배수지,7.15,점검중,0.48,287.48,28.04,점검중
503,200,영도구,670,동삼3동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
504,200,영도구,670,동삼3동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
505,200,영도구,670,동삼3동,청학배수지,배수지,7.18,0.09,0.53,316.22,28.40,정상
506,200,영도구,670,동삼3동,해돋이배수지,배수지,7.64,0.08,0.39,280.43,31.15,정상
507,200,영도구,670,동삼3동,동삼부스타,펌프장,7.18,0.22,0.43,-,-,정상
508,200,영도구,660,동삼2동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
509,200,영도구,660,동삼2동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
510,200,영도구,660,동삼2동,청학배수지,배수지,7.18,0.09,0.53,316.22,28.40,정상
511,200,영도구,660,동삼2동,동삼부스타,펌프장,7.18,0.22,0.43,-,-,정상
512,200,영도구,650,동삼1동,해돋이배수지,배수지,7.64,0.08,0.39,280.43,31.15,정상
513,200,영도구,650,동삼1동,동삼부스타,펌프장,7.18,0.22,0.43,-,-,정상
514,200,영도구,650,동삼1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
515,200,영도구,650,동삼1동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
516,200,영도구,650,동삼1동,청학배수지,배수지,7.18,0.09,0.53,316.22,28.40,정상
517,200,영도구,640,청학2동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
518,200,영도구,640,청학2동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
519,200,영도구,640,청학2동,청학배수지,배수지,7.18,0.09,0.53,316.22,28.40,정상
520,200,영도구,640,청학2동,해돋이배수지,배수지,7.64,0.08,0.39,280.43,31.15,정상
521,200,영도구,640,청학2동,동삼부스타,펌프장,7.18,0.22,0.43,-,-,정상
522,200,영도구,640,청학2동,청학2동,블록,7.35,0.07,0.58,280.75,28.50,정상
523,200,영도구,630,청학1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
524,200,영도구,630,청학1동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
525,200,영도구,630,청학1동,청학배수지,배수지,7.18,0.09,0.53,316.22,28.40,정상
526,200,영도구,630,청학1동,영도배수지,배수지,7.33,0.07,0.31,204.25,28.92,정상
527,200,영도구,630,청학1동,해돋이배수지,배수지,7.64,0.08,0.39,280.43,31.15,정상
528,200,영도구,630,청학1동,청학1동,블록,7.35,0.07,0.58,280.75,28.50,정상
529,200,영도구,605,봉래2동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
530,200,영도구,605,봉래2동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
531,200,영도구,605,봉래2동,청학배수지,배수지,7.18,0.09,0.53,316.22,28.40,정상
532,200,영도구,605,봉래2동,영도배수지,배수지,7.33,0.07,0.31,204.25,28.92,정상
533,200,영도구,605,봉래2동,해돋이배수지,배수지,7.64,0.08,0.39,280.43,31.15,정상
534,200,영도구,605,봉래2동,봉래2동,블록,7.72,0.10,0.58,280.75,28.50,정상
535,200,영도구,590,봉래1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
536,200,영도구,590,봉래1동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
537,200,영도구,590,봉래1동,봉래1동,블록,7.72,0.10,0.49,-,-,정상
538,200,영도구,585,신선동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
539,200,영도구,585,신선동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
540,200,영도구,585,신선동,청학배수지,배수지,7.18,0.09,0.53,316.22,28.40,정상
541,200,영도구,585,신선동,영도배수지,배수지,7.33,0.07,0.31,204.25,28.92,정상
542,200,영도구,585,신선동,신선동,블록,7.17,0.09,0.58,213.39,28.61,정상
543,200,영도구,570,신선2동,화명정수장,정수장,6.97,0.13,0.73,-,-,정상
544,200,영도구,570,신선2동,덕천가압장,가압장,7.38,0.13,0.60,280.94,29.80,정상
545,200,영도구,570,신선2동,연산배수지,배수지,7.10,0.10,0.21,251.48,29.09,정상
546,200,영도구,550,영선2동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
547,200,영도구,550,영선2동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
548,200,영도구,550,영선2동,청학배수지,배수지,7.18,0.09,0.53,316.22,28.40,정상
549,200,영도구,550,영선2동,영도배수지,배수지,7.33,0.07,0.31,204.25,28.92,정상
550,200,영도구,550,영선2동,영선2동,블록,7.17,0.09,0.58,213.39,28.61,정상
551,200,영도구,540,영선1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
552,200,영도구,540,영선1동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
553,200,영도구,530,남항동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
554,200,영도구,530,남항동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
555,170,동구,680,범일5동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
556,170,동구,680,범일5동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
557,170,동구,680,범일5동,영주배수지,배수지,7.27,0.09,0.36,242.60,28.74,정상
558,170,동구,670,범일4동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
559,170,동구,670,범일4동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
560,170,동구,670,범일4동,개금1배수지,배수지,7.22,0.10,0.50,224.96,30.45,정상
561,170,동구,670,범일4동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
562,170,동구,670,범일4동,수정1배수지,배수지,7.31,0.08,0.34,301.02,29.80,정상
563,170,동구,670,범일4동,안창배수지,배수지,6.95,0.08,0.33,-,-,정상
564,170,동구,670,범일4동,범일4동,블록,7.21,0.09,0.41,231.62,27.60,정상
565,170,동구,660,범일2동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
566,170,동구,660,범일2동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
567,170,동구,660,범일2동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
568,170,동구,660,범일2동,영주배수지,배수지,7.27,0.09,0.36,242.60,28.74,정상
569,170,동구,660,범일2동,개금1배수지,배수지,7.22,0.10,0.50,224.96,30.45,정상
570,170,동구,650,범일1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
571,170,동구,650,범일1동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
572,170,동구,650,범일1동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
573,170,동구,650,범일1동,개금1배수지,배수지,7.22,0.10,0.50,224.96,30.45,정상
574,170,동구,650,범일1동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
575,170,동구,650,범일1동,영주배수지,배수지,7.27,0.09,0.36,242.60,28.74,정상
576,170,동구,650,범일1동,수정1배수지,배수지,7.31,0.08,0.34,301.02,29.80,정상
577,170,동구,650,범일1동,범일1동,블록,7.21,0.09,0.41,231.62,27.60,정상
578,170,동구,640,좌천4동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
579,170,동구,640,좌천4동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
580,170,동구,640,좌천4동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
581,170,동구,640,좌천4동,좌천4동,블록,7.21,0.09,0.41,231.62,27.60,정상
582,170,동구,610,좌천1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
583,170,동구,610,좌천1동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
584,170,동구,610,좌천1동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
585,170,동구,610,좌천1동,개금1배수지,배수지,7.22,0.10,0.50,224.96,30.45,정상
586,170,동구,610,좌천1동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
587,170,동구,610,좌천1동,영주배수지,배수지,7.27,0.09,0.36,242.60,28.74,정상
588,170,동구,610,좌천1동,수정1배수지,배수지,7.31,0.08,0.34,301.02,29.80,정상
